Zip Code,City,State,Population,Population Estimate,Business Annual Payroll,Business First Quarter Payroll,Median Age,Male Population,Female Population,Median Age Female,Median Age Male,Households,Persons Per Household,Income Per Household,Number of Businesses,Number of Employees,Delivery Business,Delivery Residential,Delivery Total,Average House Value,CBSA Population,CBSA Division Population,CBSA Name,CBSA Number,CBSA Type,City Alias Name,State Full Name,State FIPS,County Name,County FIPS,Latitude,Longitude,Region,Division,Area Code,DayLight Savings,Land Area,Water Area,Congressional District,Congressional Land Area,Asian Population,Black or African American Population,American Indian or Alaskan Native Population,Native Hawaiian or other Pacific Islander Population,White Population,Other Population,Growing Counties A,Growing Counties B,Growth Increase Number,Growth Increase Percentage,Growth Rank
"12082","GRAFTON","NY","0","0","343","75","0","0","0","0","0","0","0","0","3","12","0","0","612","0","870716","0","Albany-Schenectady-Troy, NY","10580","Metro","GRAFTON","New York","36","RENSSELAER","083","42.7689","-73.4515","Northeast","Middle Atlantic","518","Y","0","0","19","7937.02","0","0","0","0","0","0","0","0","0","0","0"
"12089","HOOSICK","NY","69","0","4068","893","52.6","34","35","50.5","54.5","32","2.16","94904","16","111","0","0","33","0","870716","0","Albany-Schenectady-Troy, NY","10580","Metro","HOOSICK","New York","36","RENSSELAER","083","42.8627","-73.3286","Northeast","Middle Atlantic","518/838","Y","0.542","0","19","7937.02","0","0","0","0","69","0","0","0","0","0","0"
"12090","HOOSICK FALLS","NY","6262","5822","27903","6660","42","2977","3285","43.5","40.7","2517","2.46","49444","101","854","86","2367","2632","140200","870716","0","Albany-Schenectady-Troy, NY","10580","Metro","BOYNTONVILLE","New York","36","RENSSELAER","083","42.881564","-73.366451","Northeast","Middle Atlantic","518/838","Y","57.028","0.01","19","7937.02","53","65","43","5","6155","31","0","0","0","0","0"
"12094","JOHNSONVILLE","NY","2268","2348","1749","415","40.6","1136","1132","40.1","41.2","827","2.74","81850","18","67","10","857","899","182400","870716","0","Albany-Schenectady-Troy, NY","10580","Metro","JOHNSONVILLE","New York","36","RENSSELAER","083","42.879591","-73.486626","Northeast","Middle Atlantic","518","Y","28.234","0.582","19|21","7937.02|15114.76","8","11","36","2","2243","5","0","0","0","0","0"
"12121","MELROSE","NY","1916","1814","4724","938","44.3","945","971","44.7","43.9","720","2.66","79817","25","108","13","682","767","199800","870716","0","Albany-Schenectady-Troy, NY","10580","Metro","MELROSE","New York","36","RENSSELAER","083","42.851921","-73.600916","Northeast","Middle Atlantic","518","Y","20.614","2.959","19","7937.02","21","22","3","0","1873","2","0","0","0","0","0"
"12123","NASSAU","NY","5124","4595","16968","2927","42.3","2580","2544","43.2","41.5","2115","2.42","82478","85","333","26","1899","2348","196800","870716","0","Albany-Schenectady-Troy, NY","10580","Metro","NASSAU","New York","36","RENSSELAER","083","42.527117","-73.595191","Northeast","Middle Atlantic","518","Y","32.623","0.462","19|20","7937.02|1231.28","47","82","51","4","5021","13","0","0","0","0","0"
"12133","NORTH HOOSICK","NY","0","0","1431","329","0","0","0","0","0","0","0","0","7","46","0","0","42","0","870716","0","Albany-Schenectady-Troy, NY","10580","Metro","HOOSICK JUNCTION","New York","36","RENSSELAER","083","42.9226","-73.3603","Northeast","Middle Atlantic","518/838","Y","0","0","19","7937.02","0","0","0","0","0","0","0","0","0","0","0"
"12138","PETERSBURG","NY","3168","2923","16458","4196","43.7","1612","1556","44.4","42.9","1256","2.52","58036","23","314","16","1160","1318","159200","870716","0","Albany-Schenectady-Troy, NY","10580","Metro","NORTH PETERSBURG","New York","36","RENSSELAER","083","42.731024","-73.375619","Northeast","Middle Atlantic","518","Y","80.259","0.41","19","7937.02","18","37","23","1","3135","12","0","0","0","0","0"
"12140","POESTENKILL","NY","1702","1547","11184","2667","42.9","813","889","42.7","43.1","640","2.65","94226","22","192","5","584","740","215400","870716","0","Albany-Schenectady-Troy, NY","10580","Metro","POESTENKILL","New York","36","RENSSELAER","083","42.687926","-73.570923","Northeast","Middle Atlantic","518","Y","8.287","0.071","19","7937.02","15","9","9","0","1675","12","0","0","0","0","0"
"12144","RENSSELAER","NY","20555","21434","533664","129884","39.8","9869","10686","41.1","38.3","8947","2.28","65591","398","8671","450","9401","10304","173800","870716","0","Albany-Schenectady-Troy, NY","10580","Metro","DEFREESTVILLE","New York","36","RENSSELAER","083","42.626327","-73.707155","Northeast","Middle Atlantic","518","Y","18.933","0.582","20","1231.28","996","1485","198","9","18311","201","0","0","0","0","0"
"12153","SAND LAKE","NY","814","751","785","209","46","407","407","46.3","45.8","328","2.48","78942","7","32","0","303","545","286600","870716","0","Albany-Schenectady-Troy, NY","10580","Metro","SAND LAKE","New York","36","RENSSELAER","083","42.646448","-73.473248","Northeast","Middle Atlantic","518","Y","18.028","0.148","19","7937.02","4","4","12","0","804","1","0","0","0","0","0"
"12154","SCHAGHTICOKE","NY","2818","2630","17160","3313","42.5","1450","1368","43.6","41.4","1073","2.63","65890","57","442","34","1000","1171","176700","870716","0","Albany-Schenectady-Troy, NY","10580","Metro","EASTON","New York","36","RENSSELAER","083","42.939888","-73.607982","Northeast","Middle Atlantic","518/838","Y","41.653","1.241","19|21","7937.02|15114.76","11","16","25","2","2786","4","0","0","0","0","0"
"12156","SCHODACK LANDING","NY","848","820","24191","6243","42.6","431","417","43.8","41.4","344","2.47","68393","18","463","7","332","371","307300","870716","0","Albany-Schenectady-Troy, NY","10580","Metro","SCHODACK LANDING","New York","36","RENSSELAER","083","42.474049","-73.728273","Northeast","Middle Atlantic","518","Y","14.344","0.682","19","7937.02","11","10","19","0","843","1","0","0","0","0","0"
"12168","STEPHENTOWN","NY","1952","1559","4844","1125","44.4","974","978","43.3","45.2","822","2.37","63576","29","169","20","658","948","148800","870716","0","Albany-Schenectady-Troy, NY","10580","Metro","STEPHENTOWN","New York","36","RENSSELAER","083","42.558762","-73.379371","Northeast","Middle Atlantic","518","Y","34.877","0.115","19","7937.02","18","34","10","2","1897","15","0","0","0","0","0"
"12169","STEPHENTOWN","NY","306","468","0","0","44.2","162","144","43.8","44.4","126","2.43","95673","6","0","0","193","271","179800","870716","0","Albany-Schenectady-Troy, NY","10580","Metro","STEPHENTOWN","New York","36","RENSSELAER","083","42.577582","-73.430679","Northeast","Middle Atlantic","518","Y","9.522","0.064","19","7937.02","1","8","4","0","303","0","0","0","0","0","0"
"12180","TROY","NY","53606","49588","902617","217943","32.4","27035","26571","35.6","29.5","21558","2.26","50669","1166","20673","1383","21942","23312","172300","870716","0","Albany-Schenectady-Troy, NY","10580","Metro","ALBIA","New York","36","RENSSELAER","083","42.74558","-73.59177","Northeast","Middle Atlantic","518","Y","54.894","1.055","20","1231.28","2231","8363","483","60","42970","1435","0","0","0","0","0"
"12181","TROY","NY","0","0","19167","4540","0","0","0","0","0","0","0","0","16","516","0","0","1530","0","870716","0","Albany-Schenectady-Troy, NY","10580","Metro","TROY","New York","36","RENSSELAER","083","42.7284","-73.6922","Northeast","Middle Atlantic","518","Y","0","0","20","1231.28","0","0","0","0","0","0","0","0","0","0","0"
"12182","TROY","NY","14733","14618","82533","18793","40.1","7113","7620","41.9","38.3","6332","2.3","45281","202","2468","239","6356","6790","147200","870716","0","Albany-Schenectady-Troy, NY","10580","Metro","LANSINGBURG","New York","36","RENSSELAER","083","42.79255","-73.620106","Northeast","Middle Atlantic","518","Y","13.74","0.575","20","1231.28","125","1759","142","12","12935","309","0","0","0","0","0"
"12185","VALLEY FALLS","NY","2037","1755","3591","636","42","1015","1022","41.9","42.1","773","2.64","78472","22","64","23","665","963","211300","870716","0","Albany-Schenectady-Troy, NY","10580","Metro","VALLEY FALLS","New York","36","RENSSELAER","083","42.903807","-73.525768","Northeast","Middle Atlantic","518/838","Y","24.302","0.263","19|21","7937.02|15114.76","13","14","15","1","1995","18","0","0","0","0","0"
"12196","WEST SAND LAKE","NY","3031","2693","18626","4189","42.5","1485","1546","43.2","42","1176","2.57","91699","60","576","22","1048","1384","229200","870716","0","Albany-Schenectady-Troy, NY","10580","Metro","W SAND LAKE","New York","36","RENSSELAER","083","42.631234","-73.622124","Northeast","Middle Atlantic","518","Y","8.841","0.214","19|20","7937.02|1231.28","36","28","21","2","2978","9","0","0","0","0","0"
"12198","WYNANTSKILL","NY","7903","7956","30718","6956","41.5","3870","4033","42.2","40.8","3123","2.53","82864","109","1033","74","3145","3487","203200","870716","0","Albany-Schenectady-Troy, NY","10580","Metro","NORTH GREENBUSH","New York","36","RENSSELAER","083","42.682604","-73.635274","Northeast","Middle Atlantic","518","Y","13.093","0.245","19|20","7937.02|1231.28","128","125","37","5","7692","34","0","0","0","0","0"
"10301","STATEN ISLAND","NY","39706","35657","271471","63780","36.1","19279","20427","36.9","35.4","14719","2.51","55818","708","7752","886","14206","15336","435200","18897109","11576251","New York-Newark-Jersey City, NY-NJ-PA","35620","Metro","STATEN ISLAND","New York","36","RICHMOND","085","40.624729","-74.094544","Northeast","Middle Atlantic","718","Y","3.659","0.006","11","65.83","3043","10718","587","69","22800","4368","0","0","0","0","0"
"10302","STATEN ISLAND","NY","19088","16858","232032","52877","32.6","9605","9483","34.3","30.9","6002","3.16","60968","439","4676","516","5335","6660","364500","18897109","11576251","New York-Newark-Jersey City, NY-NJ-PA","35620","Metro","STATEN ISLAND","New York","36","RICHMOND","085","40.629255","-74.137896","Northeast","Middle Atlantic","347/929/718/917/332","Y","1.194","0","11","65.83","998","4431","290","59","10068","4283","0","0","0","0","0"
"10303","STATEN ISLAND","NY","26337","24125","321219","76997","31.5","12625","13712","33.1","29.5","8239","3.19","59898","403","5959","452","7563","8799","321700","18897109","11576251","New York-Newark-Jersey City, NY-NJ-PA","35620","Metro","STATEN ISLAND","New York","36","RICHMOND","085","40.632564","-74.168239","Northeast","Middle Atlantic","718/332","Y","3.137","0.028","11","65.83","2319","10559","461","53","9687","4586","0","0","0","0","0"
"10304","STATEN ISLAND","NY","42193","41265","210633","47979","36.1","20206","21987","38.1","34","14438","2.84","54567","669","5574","686","14530","17286","451000","18897109","11576251","New York-Newark-Jersey City, NY-NJ-PA","35620","Metro","STATEN ISLAND","New York","36","RICHMOND","085","40.607209","-74.095301","Northeast","Middle Atlantic","718/347/917","Y","3.875","0.007","11","65.83","4323","12938","554","98","21078","4750","0","0","0","0","0"
"10305","STATEN ISLAND","NY","41749","36379","820809","196948","39","20292","21457","40.4","37.6","15145","2.71","76044","939","14313","786","13424","16831","421600","18897109","11576251","New York-Newark-Jersey City, NY-NJ-PA","35620","Metro","STATEN ISLAND","New York","36","RICHMOND","085","40.59731","-74.077055","Northeast","Middle Atlantic","718/347/917","Y","4.252","0.024","11","65.83","4941","2180","277","81","32647","2758","0","0","0","0","0"
"10306","STATEN ISLAND","NY","55909","50087","345812","78916","41.6","26688","29221","43.5","39.6","20856","2.66","80025","1135","11020","987","18830","21947","466700","18897109","11576251","New York-Newark-Jersey City, NY-NJ-PA","35620","Metro","STATEN ISLAND","New York","36","RICHMOND","085","40.55987","-74.11501","Northeast","Middle Atlantic","718","Y","7.473","0.059","11","65.83","2895","1463","315","54","50068","2240","0","0","0","0","0"
"10307","STATEN ISLAND","NY","14096","11949","54830","12395","37.9","6981","7115","38.8","37.1","4925","2.86","81356","281","1568","216","4178","6061","646200","18897109","11576251","New York-Newark-Jersey City, NY-NJ-PA","35620","Metro","STATEN ISLAND","New York","36","RICHMOND","085","40.508858","-74.24174","Northeast","Middle Atlantic","347/929/718/917","Y","1.962","0.007","11","65.83","421","146","46","19","13346","319","0","0","0","0","0"
"10308","STATEN ISLAND","NY","27357","23750","79489","17576","41.3","13288","14069","43.2","39.5","10142","2.69","91953","468","2622","333","8829","10172","469100","18897109","11576251","New York-Newark-Jersey City, NY-NJ-PA","35620","Metro","STATEN ISLAND","New York","36","RICHMOND","085","40.55291","-74.14956","Northeast","Middle Atlantic","718","Y","1.973","0.005","11","65.83","939","226","69","15","25923","551","0","0","0","0","0"
"10309","STATEN ISLAND","NY","32519","28605","338636","75794","38.1","16352","16167","39.1","37","10962","2.87","100343","811","8783","739","9967","11609","571400","18897109","11576251","New York-Newark-Jersey City, NY-NJ-PA","35620","Metro","STATEN ISLAND","New York","36","RICHMOND","085","40.53115","-74.217755","Northeast","Middle Atlantic","718/347/929/917","Y","6.719","0.042","11","65.83","1374","866","60","23","29928","647","0","0","0","0","0"
"10310","STATEN ISLAND","NY","24962","23023","346052","80530","34.1","12058","12904","35.7","32","8361","2.98","69838","517","7274","595","7726","11738","426000","18897109","11576251","New York-Newark-Jersey City, NY-NJ-PA","35620","Metro","STATEN ISLAND","New York","36","RICHMOND","085","40.633155","-74.116182","Northeast","Middle Atlantic","929/718/917/332","Y","1.795","0","11","65.83","1584","6385","350","40","14208","3502","0","0","0","0","0"
"10311","STATEN ISLAND","NY","0","0","41747","11773","0","0","0","0","0","0","0","0","26","519","26","0","626","0","18897109","11576251","New York-Newark-Jersey City, NY-NJ-PA","35620","Metro","STATEN ISLAND","New York","36","RICHMOND","085","40.6151","-74.1727","Northeast","Middle Atlantic","718","Y","0.047","0","11","65.83","0","0","0","0","0","0","0","0","0","0","0"
"10312","STATEN ISLAND","NY","59304","52311","258524","52775","40.2","28776","30528","41.5","38.9","21018","2.82","90797","925","7111","519","18550","19344","491100","18897109","11576251","New York-Newark-Jersey City, NY-NJ-PA","35620","Metro","STATEN ISLAND","New York","36","RICHMOND","085","40.541702","-74.17893","Northeast","Middle Atlantic","718/347/929/917","Y","7.679","0.142","11","65.83","3496","794","186","40","54547","1062","0","0","0","0","0"
"10313","STATEN ISLAND","NY","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","2904","0","18897109","11576251","New York-Newark-Jersey City, NY-NJ-PA","35620","Metro","STATEN ISLAND","New York","36","RICHMOND","085","40.6172","-74.1221","Northeast","Middle Atlantic","929/718/917/332","Y","0","0","13","10.25","0","0","0","0","0","0","0","0","0","0","0"
"10314","STATEN ISLAND","NY","85510","73286","869649","198655","40.4","41139","44371","42.4","38.5","30709","2.74","80956","1895","23644","1540","26747","28878","461300","18897109","11576251","New York-Newark-Jersey City, NY-NJ-PA","35620","Metro","STATEN ISLAND","New York","36","RICHMOND","085","40.596148","-74.161613","Northeast","Middle Atlantic","718/347/929/917","Y","13.715","0.644","11","65.83","12423","4308","524","132","66379","3955","0","0","0","0","0"
"10901","SUFFERN","NY","23465","23688","634726","158458","43","11246","12219","44.9","40.9","8873","2.59","94465","793","9582","686","9146","10147","397500","18897109","11576251","New York-Newark-Jersey City, NY-NJ-PA","35620","Metro","AIRMONT","New York","36","ROCKLAND","087","41.138464","-74.106053","Northeast","Middle Atlantic","845","Y","17.998","0.084","17","382.63","1309","1257","176","21","20033","1179","0","0","0","0","0"
"10911","BEAR MOUNTAIN","NY","2","28","2798","564","43.5","1","1","43.5","43.5","1","2","0","19","194","0","14","23","0","18897109","11576251","New York-Newark-Jersey City, NY-NJ-PA","35620","Metro","BEAR MOUNTAIN","New York","36","ROCKLAND","087","41.30639","-74.000902","Northeast","Middle Atlantic","845","Y","1.042","0.021","17|18","382.63|1353.42","0","0","0","0","2","0","0","0","0","0","0"
"10913","BLAUVELT","NY","5532","5087","109378","25353","39.8","2684","2848","40.5","38.8","1601","3.16","127563","181","2292","184","1610","1899","498600","18897109","11576251","New York-Newark-Jersey City, NY-NJ-PA","35620","Metro","BLAUVELT","New York","36","ROCKLAND","087","41.069061","-73.95987","Northeast","Middle Atlantic","845/914","Y","4.13","0.105","17","382.63","419","186","20","8","4821","202","0","0","0","0","0"
"10920","CONGERS","NY","8554","8494","205941","44841","42","4154","4400","43.5","40.4","2906","2.93","107036","267","3740","243","2899","3320","430600","18897109","11576251","New York-Newark-Jersey City, NY-NJ-PA","35620","Metro","CONGERS","New York","36","ROCKLAND","087","41.158096","-73.927522","Northeast","Middle Atlantic","845","Y","4.176","0.975","17","382.63","1191","305","62","7","6918","281","0","0","0","0","0"
"10923","GARNERVILLE","NY","8732","8846","32503","7280","38.1","4236","4496","39.3","36.8","2940","2.94","82813","162","970","118","3009","3378","332300","18897109","11576251","New York-Newark-Jersey City, NY-NJ-PA","35620","Metro","GARNERVILLE","New York","36","ROCKLAND","087","41.204355","-74.003126","Northeast","Middle Atlantic","845","Y","1.967","0.036","17","382.63","410","1460","83","16","5929","1182","0","0","0","0","0"
"10927","HAVERSTRAW","NY","11910","11104","50750","11177","32.5","5782","6128","34.2","30.6","3425","3.36","56862","195","1521","268","3305","4659","248100","18897109","11576251","New York-Newark-Jersey City, NY-NJ-PA","35620","Metro","HAVERSTRAW","New York","36","ROCKLAND","087","41.192618","-73.955922","Northeast","Middle Atlantic","845","Y","1.966","0.084","17","382.63","342","1844","231","76","6339","3994","0","0","0","0","0"
"10931","HILLBURN","NY","1023","45","21925","4341","40.3","535","488","40.8","39.9","362","2.83","68819","35","573","0","16","865","305000","18897109","11576251","New York-Newark-Jersey City, NY-NJ-PA","35620","Metro","HILLBURN","New York","36","ROCKLAND","087","41.124708","-74.169848","Northeast","Middle Atlantic","845","Y","6.412","0.04","17","382.63","43","278","171","1","617","60","0","0","0","0","0"
"10952","MONSEY","NY","38917","40134","386722","85109","20.8","19621","19296","21.7","20.1","9080","4.23","56236","1425","11774","677","9488","18243","575600","18897109","11576251","New York-Newark-Jersey City, NY-NJ-PA","35620","Metro","AIRMONT","New York","36","ROCKLAND","087","41.117866","-74.082053","Northeast","Middle Atlantic","845","Y","9.133","0.019","17","382.63","782","1970","99","33","35985","423","0","0","0","0","0"
"10954","NANUET","NY","23045","22914","459664","105787","42.5","10843","12202","44.6","40.2","8444","2.68","100472","941","13136","850","8550","9796","384400","18897109","11576251","New York-Newark-Jersey City, NY-NJ-PA","35620","Metro","BARDONIA","New York","36","ROCKLAND","087","41.09564","-74.011084","Northeast","Middle Atlantic","845","Y","6.881","0.005","17","382.63","3040","3229","134","29","16169","1008","0","0","0","0","0"
"10956","NEW CITY","NY","31521","31170","305998","68988","44.2","15515","16006","45","43.2","10344","3","124606","1108","7820","781","10390","14829","485100","18897109","11576251","New York-Newark-Jersey City, NY-NJ-PA","35620","Metro","CLARKSTOWN","New York","36","ROCKLAND","087","41.155532","-73.990751","Northeast","Middle Atlantic","845","Y","16.174","0.361","17","382.63","3535","2374","136","23","25272","936","0","0","0","0","0"
"10960","GRANDVIEW ON HUDSON","NY","15093","14083","301734","69422","39.5","7122","7971","41.1","37.5","6206","2.29","83977","610","5948","638","6150","7351","491700","18897109","11576251","New York-Newark-Jersey City, NY-NJ-PA","35620","Metro","GRANDVIEW","New York","36","ROCKLAND","087","41.085586","-73.918246","Northeast","Middle Atlantic","845/914","Y","4.194","0","17","382.63","768","3311","145","17","10484","881","0","0","0","0","0"
"10960","GRANDVIEW ON HUDSON","NY","15093","14083","301734","69422","39.5","7122","7971","41.1","37.5","6206","2.29","83977","610","5948","638","6150","7351","491700","18897109","11576251","New York-Newark-Jersey City, NY-NJ-PA","35620","Metro","GRANDVIEW","New York","36","ROCKLAND","087","41.085586","-73.918246","Northeast","Middle Atlantic","845/914","Y","4.194","0","17","382.63","768","3311","145","17","10484","881","0","0","0","0","0"
"10962","ORANGEBURG","NY","5950","4518","514082","139069","44.4","3012","2938","45.1","43.7","1839","2.75","105000","250","8601","238","1643","2535","472800","18897109","11576251","New York-Newark-Jersey City, NY-NJ-PA","35620","Metro","ORANGEBURG","New York","36","ROCKLAND","087","41.05244","-73.962378","Northeast","Middle Atlantic","845/914","Y","5.863","0.283","17","382.63","958","509","28","10","4356","225","0","0","0","0","0"
"10964","PALISADES","NY","1472","1048","24953","6679","48.2","718","754","49.7","46.2","552","2.59","121528","45","569","9","405","621","602000","18897109","11576251","New York-Newark-Jersey City, NY-NJ-PA","35620","Metro","PALISADES","New York","36","ROCKLAND","087","41.011761","-73.920514","Northeast","Middle Atlantic","845","Y","2.466","0","05|17","991.3|382.63","200","27","5","6","1212","38","0","0","0","0","0"
"10965","PEARL RIVER","NY","14791","15339","621650","168158","42.1","7232","7559","43.1","41.1","5390","2.73","100962","501","7450","464","5619","6372","440300","18897109","11576251","New York-Newark-Jersey City, NY-NJ-PA","35620","Metro","CHESTNUT RIDGE","New York","36","ROCKLAND","087","41.061656","-74.012633","Northeast","Middle Atlantic","845","Y","5.254","0.19","05|17","991.3|382.63","605","182","46","16","13837","285","0","0","0","0","0"
"10968","PIERMONT","NY","2353","2385","9885","2027","47.6","1111","1242","48.1","47","1169","2.01","102847","78","364","88","1187","1804","603900","18897109","11576251","New York-Newark-Jersey City, NY-NJ-PA","35620","Metro","PIERMONT","New York","36","ROCKLAND","087","41.040922","-73.912591","Northeast","Middle Atlantic","845","Y","0.581","0.005","17","382.63","154","108","21","1","2058","63","0","0","0","0","0"
"10970","POMONA","NY","9993","10367","140506","34923","42.1","4793","5200","43.6","40.5","3666","2.62","88919","300","2517","245","3957","4566","297100","18897109","11576251","New York-Newark-Jersey City, NY-NJ-PA","35620","Metro","MOUNT IVY","New York","36","ROCKLAND","087","41.191419","-74.083108","Northeast","Middle Atlantic","845","Y","13.767","0.334","17","382.63","869","1960","88","13","6611","814","0","0","0","0","0"
"10974","SLOATSBURG","NY","3152","3148","17776","3778","39.8","1599","1553","41.2","38.4","1075","2.91","88558","81","615","61","1082","1283","305200","18897109","11576251","New York-Newark-Jersey City, NY-NJ-PA","35620","Metro","SLOATSBURG","New York","36","ROCKLAND","087","41.159623","-74.153875","Northeast","Middle Atlantic","845","Y","9.315","0.763","17","382.63","96","154","30","0","2816","127","0","0","0","0","0"
"10976","SPARKILL","NY","2258","1542","30669","6939","43.3","861","1397","51.6","28.9","622","2.37","59896","48","974","11","651","846","447000","18897109","11576251","New York-Newark-Jersey City, NY-NJ-PA","35620","Metro","SPARKILL","New York","36","ROCKLAND","087","41.021196","-73.912273","Northeast","Middle Atlantic","845","Y","1.148","0.005","17","382.63","166","96","8","5","1963","85","0","0","0","0","0"
"10977","SPRING VALLEY","NY","59048","60859","611877","146541","27.9","29933","29115","29","26.9","15078","3.87","55277","1549","14989","1070","15726","17396","385400","18897109","11576251","New York-Newark-Jersey City, NY-NJ-PA","35620","Metro","CHESTNUT RDG","New York","36","ROCKLAND","087","41.115562","-74.047621","Northeast","Middle Atlantic","845/914","Y","11.101","0.015","17","382.63","3147","18237","495","200","31598","7204","0","0","0","0","0"
"10980","STONY POINT","NY","13383","12942","71525","15192","43.3","6586","6797","44.2","42.3","4724","2.81","98516","280","2124","219","4606","5097","363200","18897109","11576251","New York-Newark-Jersey City, NY-NJ-PA","35620","Metro","GRASSY POINT","New York","36","ROCKLAND","087","41.247299","-74.036032","Northeast","Middle Atlantic","845","Y","24.38","0.633","17","382.63","470","659","86","22","11818","630","0","0","0","0","0"
"10982","TALLMAN","NY","0","0","10840","2367","0","0","0","0","0","0","0","0","35","218","0","0","492","0","18897109","11576251","New York-Newark-Jersey City, NY-NJ-PA","35620","Metro","TALLMAN","New York","36","ROCKLAND","087","41.1111","-74.1003","Northeast","Middle Atlantic","845","Y","0","0","17","382.63","0","0","0","0","0","0","0","0","0","0","0"
"10983","TAPPAN","NY","5532","5676","53161","11749","44","2684","2848","44.9","42.7","1920","2.87","112831","162","1092","132","1978","2264","460100","18897109","11576251","New York-Newark-Jersey City, NY-NJ-PA","35620","Metro","TAPPAN","New York","36","ROCKLAND","087","41.026268","-73.949388","Northeast","Middle Atlantic","845","Y","2.039","0.006","05|17","991.3|382.63","678","101","29","1","4669","191","0","0","0","0","0"
"10984","THIELLS","NY","2842","2413","3858","745","42.4","1414","1428","42.8","42","923","3.04","122098","27","74","11","794","1059","378400","18897109","11576251","New York-Newark-Jersey City, NY-NJ-PA","35620","Metro","THIELLS","New York","36","ROCKLAND","087","41.208295","-74.016474","Northeast","Middle Atlantic","845","Y","1.602","0.007","17","382.63","145","277","12","0","2315","159","0","0","0","0","0"
"10986","TOMKINS COVE","NY","1974","1752","3337","677","42.4","990","984","43","41.8","670","2.95","126959","31","97","4","594","801","469500","18897109","11576251","New York-Newark-Jersey City, NY-NJ-PA","35620","Metro","TOMKINS COVE","New York","36","ROCKLAND","087","41.280132","-73.988315","Northeast","Middle Atlantic","845","Y","10.801","0.173","17","382.63","34","85","10","1","1862","37","0","0","0","0","0"
"10989","VALLEY COTTAGE","NY","9293","8759","114139","28525","45.3","4458","4835","46.8","43.6","3493","2.58","107690","244","2979","171","3395","3888","400300","18897109","11576251","New York-Newark-Jersey City, NY-NJ-PA","35620","Metro","VALLEY COTTAGE","New York","36","ROCKLAND","087","41.12222","-73.92899","Northeast","Middle Atlantic","845","Y","4.935","0.647","17","382.63","1056","654","60","6","7510","274","0","0","0","0","0"
"10993","WEST HAVERSTRAW","NY","4769","4702","63849","14348","37.4","2271","2498","40","34.3","1618","2.93","56154","122","1570","147","1605","2705","237300","18897109","11576251","New York-Newark-Jersey City, NY-NJ-PA","35620","Metro","W HAVERSTRAW","New York","36","ROCKLAND","087","41.211642","-73.965604","Northeast","Middle Atlantic","845","Y","1.156","0.028","17","382.63","288","980","61","10","2887","818","0","0","0","0","0"
"10994","WEST NYACK","NY","7085","7524","296370","70392","43.6","3479","3606","44.4","42.6","2322","3.04","145313","527","8752","530","2475","3609","503400","18897109","11576251","New York-Newark-Jersey City, NY-NJ-PA","35620","Metro","WEST NYACK","New York","36","ROCKLAND","087","41.098652","-73.970842","Northeast","Middle Atlantic","845","Y","6.112","0.376","17","382.63","801","243","14","16","6020","133","0","0","0","0","0"
"12922","CHILDWOLD","NY","65","64","109","21","50.2","33","32","47.5","50.5","32","2.03","0","3","8","3","32","62","0","111944","0","Ogdensburg-Massena, NY","36300","Micro","CHILDWOLD","New York","36","SAINT LAWRENCE","089","44.230152","-74.660069","Northeast","Middle Atlantic","315","Y","43.968","1.404","21","15114.76","0","0","1","0","64","0","0","0","0","0","0"
"12927","CRANBERRY LAKE","NY","224","0","331","49","51.9","120","104","53.5","51","98","2.24","35625","6","10","0","0","221","107800","111944","0","Ogdensburg-Massena, NY","36300","Micro","CRANBERRY LAKE","New York","36","SAINT LAWRENCE","089","44.2413","-74.862072","Northeast","Middle Atlantic","315","Y","110.604","13.206","21","15114.76","0","0","1","0","223","0","0","0","0","0","0"
"12949","LAWRENCEVILLE","NY","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","436","0","111944","0","Ogdensburg-Massena, NY","36300","Micro","LAWRENCEVILLE","New York","36","SAINT LAWRENCE","089","44.7589","-74.6613","Northeast","Middle Atlantic","315/518","Y","0","0","21","15114.76","0","0","0","0","0","0","0","0","0","0","0"
"12965","NICHOLVILLE","NY","516","438","0","0","37.9","247","269","37.6","38.4","187","2.76","41375","9","0","6","159","258","80300","111944","0","Ogdensburg-Massena, NY","36300","Micro","FORT JACKSON","New York","36","SAINT LAWRENCE","089","44.72489","-74.684638","Northeast","Middle Atlantic","315/518","Y","9.535","0.025","21","15114.76","0","6","0","0","505","7","0","0","0","0","0"
"12967","NORTH LAWRENCE","NY","1223","1083","5325","1316","35.7","631","592","36.2","35.1","441","2.77","43950","11","106","7","391","495","68300","111944","0","Ogdensburg-Massena, NY","36300","Micro","N LAWRENCE","New York","36","SAINT LAWRENCE","089","44.756568","-74.662461","Northeast","Middle Atlantic","315/518","Y","37.607","0.032","21","15114.76","5","9","10","0","1208","6","0","0","0","0","0"
"12973","PIERCEFIELD","NY","187","0","0","0","45.7","86","101","43.8","46.3","80","2.34","61071","1","0","0","0","151","88000","111944","0","Ogdensburg-Massena, NY","36300","Micro","PIERCEFIELD","New York","36","SAINT LAWRENCE","089","44.242368","-74.565987","Northeast","Middle Atlantic","315","Y","35.687","1.202","21","15114.76","0","0","0","0","187","0","0","0","0","0","0"
